area,tecnologia,linea,division,proyecto
BACKEND/ENSAMBLE FINAL,MINI OLA,ARAMIS 2012,PSAD,ARAMIS 2012
BACKEND/ENSAMBLE FINAL,OLA,ARAMIS 2012,PSAD,ARAMIS 2012
BACKEND/ENSAMBLE FINAL,MINI OLA,ARAMIS 2013,PSAD,ARAMIS 2013
BACKEND/ENSAMBLE FINAL,OLA,ARAMIS 2013,PSAD,ARAMIS 2013
BACKEND/ENSAMBLE FINAL,MINI OLA,ARAMIS I,PSAD,ARAMIS I
BACKEND/ENSAMBLE FINAL,OLA,ARAMIS I,PSAD,ARAMIS I
BACKEND/ENSAMBLE FINAL,MINI OLA,ARAMIS II MCG,PSAD,ARAMIS II MCG
BACKEND/ENSAMBLE FINAL,OLA,ARAMIS II MCG,PSAD,ARAMIS II MCG
BACKEND/ENSAMBLE FINAL,MINI OLA,ARAMIS III,PSAD,ARAMIS III
BACKEND/ENSAMBLE FINAL,OLA,ARAMIS III,PSAD,ARAMIS III
BACKEND/ENSAMBLE FINAL,MINI OLA,CHRYSLER MY2013,PSAD,CHRYSLER MY2013
BACKEND/ENSAMBLE FINAL,OLA,CHRYSLER MY2013,PSAD,CHRYSLER MY2013
BACKEND/ENSAMBLE FINAL,MINI OLA,D3,PSAD,D3
BACKEND/ENSAMBLE FINAL,OLA,D3,PSAD,D3
BACKEND/ENSAMBLE FINAL,MINI OLA,FIAT BRAZIL,PSAD,FIAT BRAZIL
BACKEND/ENSAMBLE FINAL,OLA,FIAT BRAZIL,PSAD,FIAT BRAZIL
BACKEND/ENSAMBLE FINAL,MINI OLA,FORD,PSAD,FORD
BACKEND/ENSAMBLE FINAL,OLA,FORD,PSAD,FORD
BACKEND/ENSAMBLE FINAL,MINI OLA,HONDA HRS5,PSAD,HONDA HRS5
BACKEND/ENSAMBLE FINAL,OLA,HONDA HRS5,PSAD,HONDA HRS5
BACKEND/ENSAMBLE FINAL,MINI OLA,HONDA HRS6,PSAD,HONDA HRS6
BACKEND/ENSAMBLE FINAL,OLA,HONDA HRS6,PSAD,HONDA HRS6
BACKEND/ENSAMBLE FINAL,MINI OLA,HYUNDAI,PSAD,HYUNDAI
BACKEND/ENSAMBLE FINAL,OLA,HYUNDAI,PSAD,HYUNDAI
BACKEND/ENSAMBLE FINAL,MINI OLA,LEGACY,PSAD,LEGACY
BACKEND/ENSAMBLE FINAL,OLA,LEGACY,PSAD,LEGACY
BACKEND/ENSAMBLE FINAL,MINI OLA,RENAULT,PSAD,RENAULT
BACKEND/ENSAMBLE FINAL,OLA,RENAULT,PSAD,RENAULT
BACKEND/ENSAMBLE FINAL,MINI OLA,SDM10,PSAD,SDM10
BACKEND/ENSAMBLE FINAL,OLA,SDM10,PSAD,SDM10
BACKEND/ENSAMBLE FINAL,MINI OLA,SDM10+,PSAD,SDM10+
BACKEND/ENSAMBLE FINAL,OLA,SDM10+,PSAD,SDM10+
BACKEND/ENSAMBLE FINAL,MINI OLA,SDM30,PSAD,SDM30
BACKEND/ENSAMBLE FINAL,OLA,SDM30,PSAD,SDM30
BACKEND/ENSAMBLE FINAL,MINI OLA,VW10 LC,PSAD,VW10 LC
BACKEND/ENSAMBLE FINAL,OLA,VW10 LC,PSAD,VW10 LC
BACKEND/ENSAMBLE FINAL,MINI OLA,VW20 MQB,PSAD,VW20 MQB
BACKEND/ENSAMBLE FINAL,OLA,VW20 MQB,PSAD,VW20 MQB
BACKEND/ENSAMBLE FINAL,MINI OLA,ARMIN,PSAD,ARMIN
BACKEND/ENSAMBLE FINAL,OLA,ARMIN,PSAD,ARMIN
BACKEND/ENSAMBLE FINAL,MINI OLA,ASTON MARTIN,PSAD,ASTON MARTIN
BACKEND/ENSAMBLE FINAL,OLA,ASTON MARTIN,PSAD,ASTON MARTIN
BACKEND/ENSAMBLE FINAL,MINI OLA,DAIMLER SMART,PSAD,DAIMLER SMART
BACKEND/ENSAMBLE FINAL,OLA,DAIMLER SMART,PSAD,DAIMLER SMART
BACKEND/ENSAMBLE FINAL,MINI OLA,DAIMLER STAR 2,PSAD,DAIMLER STAR 2
BACKEND/ENSAMBLE FINAL,OLA,DAIMLER STAR 2,PSAD,DAIMLER STAR 2
BACKEND/ENSAMBLE FINAL,MINI OLA,DAIMLER STAR2_ISC,PSAD,DAIMLER STAR2_ISC
BACKEND/ENSAMBLE FINAL,OLA,DAIMLER STAR2_ISC,PSAD,DAIMLER STAR2_ISC
BACKEND/ENSAMBLE FINAL,MINI OLA,EPSILON,PSAD,EPSILON
BACKEND/ENSAMBLE FINAL,OLA,EPSILON,PSAD,EPSILON
BACKEND/ENSAMBLE FINAL,MINI OLA,GM BRASIL,PSAD,GM BRASIL
BACKEND/ENSAMBLE FINAL,OLA,GM BRASIL,PSAD,GM BRASIL
BACKEND/ENSAMBLE FINAL,MINI OLA,JAGUAR PED,PSAD,JAGUAR PED
BACKEND/ENSAMBLE FINAL,OLA,JAGUAR PED,PSAD,JAGUAR PED
BACKEND/ENSAMBLE FINAL,MINI OLA,JAGUAR X1,PSAD,JAGUAR X1
BACKEND/ENSAMBLE FINAL,OLA,JAGUAR X1,PSAD,JAGUAR X1
BACKEND/ENSAMBLE FINAL,MINI OLA,LAND ROVER,PSAD,LAND ROVER
BACKEND/ENSAMBLE FINAL,OLA,LAND ROVER,PSAD,LAND ROVER
BACKEND/ENSAMBLE FINAL,MINI OLA,OPEL 3300,PSAD,OPEL 3300
BACKEND/ENSAMBLE FINAL,OLA,OPEL 3300,PSAD,OPEL 3300
BACKEND/ENSAMBLE FINAL,MINI OLA,OPEL 3i,PSAD,OPEL 3i
BACKEND/ENSAMBLE FINAL,OLA,OPEL 3i,PSAD,OPEL 3i
BACKEND/ENSAMBLE FINAL,MINI OLA,OPEL 4400,PSAD,OPEL 4400
BACKEND/ENSAMBLE FINAL,OLA,OPEL 4400,PSAD,OPEL 4400
BACKEND/ENSAMBLE FINAL,MINI OLA,PSA CAN,PSAD,PSA CAN
BACKEND/ENSAMBLE FINAL,OLA,PSA CAN,PSAD,PSA CAN
BACKEND/ENSAMBLE FINAL,MINI OLA,PSA MAGNA,PSAD,PSA MAGNA
BACKEND/ENSAMBLE FINAL,OLA,PSA MAGNA,PSAD,PSA MAGNA
BACKEND/ENSAMBLE FINAL,MINI OLA,VOLVO P1,PSAD,VOLVO P1
BACKEND/ENSAMBLE FINAL,OLA,VOLVO P1,PSAD,VOLVO P1
BACKEND/ENSAMBLE FINAL,MINI OLA,VOLVO P15,PSAD,VOLVO P15
BACKEND/ENSAMBLE FINAL,OLA,VOLVO P15,PSAD,VOLVO P15
BACKEND/ENSAMBLE FINAL,MINI OLA,VW20,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,VW20,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,ANTENA,B&S 2,ANTENA
BACKEND/ENSAMBLE FINAL,MINI OLA,FOB SLOT,B&S 2,FOB SLOT
BACKEND/ENSAMBLE FINAL,MINI OLA,LF,B&S 2,LF
BACKEND/ENSAMBLE FINAL,OLA,TIPM LOGIC,B&S 2,TIPM LOGIC
BACKEND/ENSAMBLE FINAL,MINI OLA,WIN,B&S 2,WIN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BCM,B&S,BCM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BCM K2XX,B&S,BCM K2XX
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BCM SQUARE D,B&S,BCM SQUARE D
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CMF1,B&S,CMF1
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ESCL,B&S,ESCL
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXTERNAL RECEIVER K2XX,B&S,EXTERNAL RECEIVER K2XX
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,FOB READER,B&S,FOB READER
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GLOBAL A,B&S,GLOBAL A
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,INTERNAL RECEIVER K2XX,B&S,INTERNAL RECEIVER K2XX
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KEY FOB,B&S,KEY FOB
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KWANG JIN,B&S,KWANG JIN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,NISSAN KEY FOB 4TH BUNDLE,B&S,NISSAN KEY FOB 4TH BUNDLE
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,NISSAN KEY FOB CMF1,B&S,NISSAN KEY FOB CMF1
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,NISSAN KEY FOB SQUARE D,B&S,NISSAN KEY FOB SQUARE D
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PATS,B&S,PATS
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PEPS,B&S,PEPS
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PK MY 13 FORD,B&S,PK MY 13 FORD
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PK MY14 LINCOLN,B&S,PK MY14 LINCOLN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PQ GATEWAY MY13,B&S,PQ GATEWAY MY13
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PQ25 LP3,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PQ35 5TA GENERACIÓN,B&S,PQ35 5TA GENERACIÓN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PQ35 6ta Gen,B&S,PQ35 6ta Gen
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RECEIVER,B&S,RECEIVER
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RF TUNER,B&S,RF TUNER
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,WEBASTO,B&S,WEBASTO
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BIDIR FOB HONDA MY14,B&S 3,BIDIR FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,FOB HONDA MY14,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PCU HONDA MY14,B&S 3,PCU HONDA MY14
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TRX HONDA MY14,B&S 3,TRX HONDA MY14
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CEC,PE,CEC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,IDM,PE,IDM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SID903,PE,SID903
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SID904,PE,SID904
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SID908,PE,SID908
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SID910,PE,SID910
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SID913,PE,SID913
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ACM,PE,ACM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EVO,PE,EVO
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BOSE BMW,PSAD,BOSE BMW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BOSE VW,PSAD,BOSE VW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,OCS NISSAN,PSAD,OCS NISSAN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,OCS SUZUKI,PSAD,OCS SUZUKI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ACCORD,PSAD,ACCORD
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS 2010,PSAD,ARAMIS 2010
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS 2011,PSAD,ARAMIS 2011
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS 2012,PSAD,ARAMIS 2012
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS 2013,PSAD,ARAMIS 2013
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS I,PSAD,ARAMIS I
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS II MCG,PSAD,ARAMIS II MCG
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARAMIS III,PSAD,ARAMIS III
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CHRYSLER MY2013,PSAD,CHRYSLER MY2013
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,D3,PSAD,D3
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,FIAT BRAZIL,PSAD,FIAT BRAZIL
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,FORD,PSAD,FORD
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,HONDA HRS5,PSAD,HONDA HRS5
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,HONDA HRS6,PSAD,HONDA HRS6
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,HYUNDAI,PSAD,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,LEGACY,PSAD,LEGACY
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RENAULT,PSAD,RENAULT
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SDM10,PSAD,SDM10
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SDM10+,PSAD,SDM10+
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SDM30,PSAD,SDM30
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,VW10 LC,PSAD,VW10 LC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,VW20 MQB,PSAD,VW20 MQB
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ARMIN,PSAD,ARMIN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ASTON MARTIN,PSAD,ASTON MARTIN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAIMLER SMART,PSAD,DAIMLER SMART
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAIMLER STAR 2,PSAD,DAIMLER STAR 2
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAIMLER STAR2_ISC,PSAD,DAIMLER STAR2_ISC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EPSILON,PSAD,EPSILON
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GM BRASIL,PSAD,GM BRASIL
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,JAGUAR PED,PSAD,JAGUAR PED
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,JAGUAR X1,PSAD,JAGUAR X1
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,LAND ROVER,PSAD,LAND ROVER
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,OPEL 3300,PSAD,OPEL 3300
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,OPEL 3i,PSAD,OPEL 3i
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,OPEL 4400,PSAD,OPEL 4400
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PSA CAN,PSAD,PSA CAN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PSA MAGNA,PSAD,PSA MAGNA
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,VOLVO P1,PSAD,VOLVO P1
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,VOLVO P15,PSAD,VOLVO P15
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,VW20,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ANTENA,B&S 2,ANTENA
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ACURA ECU,B&S 2,ACURA ECU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,ACURA FOB,B&S 2,ACURA FOB
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BMW,B&S 2,BMW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,BMW FBD 3,B&S 2,BMW FBD 3
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CBC,B&S 2,CBC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CORPORATE,B&S 2,CORPORATE
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CUSW,B&S 2,CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CUSW UF PASE,B&S 2,CUSW UF PASE
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CUSW UF RFHM,B&S 2,CUSW UF RFHM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DCU,B&S 2,DCU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,FOB SLOT,B&S 2,FOB SLOT
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,HYUNDAI TPMS ECU,B&S 2,HYUNDAI TPMS ECU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,INMMO,B&S 2,INMMO
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,LF,B&S 2,LF
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PASE FOB  CUSW,B&S 2,PASE FOB  CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RFHM CUSW,B&S 2,RFHM CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RKE FOB CUSW,B&S 2,RKE FOB CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,RXM,B&S 2,RXM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SKREEK,B&S 2,SKREEK
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SMART ECU,B&S 2,SMART ECU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SMART FOB,B&S 2,SMART FOB
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG ECU,B&S 2,TG ECU
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG1C DCX,B&S 2,TG1C DCX
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG1C HONDA,B&S 2,TG1C HONDA
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG1C HYUNDAI,B&S 2,TG1C HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG1C NISSAN,B&S 2,TG1C NISSAN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TG1C UNIVERSAL,B&S 2,TG1C UNIVERSAL
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS 1D CHRYSLER,B&S 2,TIS 1D CHRYSLER
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS 1D GM K2XX,B&S 2,TIS 1D GM K2XX
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS 1D MMC,B&S 2,TIS 1D MMC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS1C127 BMW,B&S 2,TIS1C127 BMW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS1C127 HMC,B&S 2,TIS1C127 HMC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS1C127 NISSAN,B&S 2,TIS1C127 NISSAN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TIS1C127 GM,B&S 2,TIS1C127 GM
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,TXK,B&S 2,TXK
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,WIN,B&S 2,WIN
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,WK_WD RFHUB,B&S 2,WK_WD RFHUB
