area,tecnologia,defecto,causa,proyecto
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COMPONENTE DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,PROVEEDOR,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,PIN DE CONECTOR SUMIDO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,PIN DE CONECTOR SUMIDO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,EXCESO DE PRUEBAS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,MAL DISEÑO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,MUESTRA DE ORO OBSOLETA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,PRUEBA DE INGENIERIA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,SET UP DE EQUIPO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR MANCHADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR MANCHADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DAÑADA,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DAÑADA,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DAÑADA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DAÑADA,PROVEEDOR,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,PIN DE CONECTOR SUMIDO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,PRUEBA DE INGENIERIA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,EMPAQUE,SERIAL DUPLICADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,COMPONENTE DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,COMPONENTE DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA DE LACA,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA DE LACA,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO DE LACA,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO DE LACA,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP DE EQUIPO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA AL PISO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,PROVEEDOR,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PIN DE CONECTOR SUMIDO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PIN DE CONECTOR SUMIDO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MUESTRA DE ORO OBSOLETA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP DE EQUIPO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,CONECTOR DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,CONECTOR DAÑADO,PROVEEDOR,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,CONECTOR DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,PIN DE CONECTOR SUMIDO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,PIN DE CONECTOR SUMIDO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,EXCESO DE PRUEBAS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,MUESTRA DE ORO OBSOLETA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,PRUEBA DE INGENIERIA,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,SET UP DE EQUIPO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SHAKER,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PCB MAL CORTADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PCB MAL CORTADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTES DAÑADOS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTES DAÑADOS,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PRUEBAS,MEDICION,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD DAÑADA POR EQUIPO-EOS,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES DAÑADOS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES DAÑADOS,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,ICT,MATERIAL OBSOLETO,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,PCB MAL CORTADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,PCB MAL CORTADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES DAÑADOS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES DAÑADOS,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SAWING,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,PIN DOBLADO DEL CONECTOR,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,PIN DOBLADO DEL CONECTOR,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,PIN DOBLADO DEL CONECTOR,PROVEEDOR,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,PCB DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,PCB DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES DAÑADOS,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES DAÑADOS,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,CONTAMINACION,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,CONTAMINACION,METODO,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,FALLA DE PRENSA,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,PRESSFIT,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,UNIDAD CAIDA AL PISO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,UNIDAD CAIDA AL PISO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,COMPONENTE ARRANCADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,COMPONENTE ARRANCADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,PCB DAÑADO,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,PCB DAÑADO,MAQUINA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,UNIDAD DAÑADA,MANO DE OBRA,HYUNDAI
BACKEND/ENSAMBLE FINAL,SNAP ON,UNIDAD DAÑADA,MAQUINA,HYUNDAI
