No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	gf	hj	fd	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00004543	1	3011	050		1351	"31K6,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00006606	1	3011	050		1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00000330	1	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.17	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00025918	5	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.8	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024833	1	3011	050		1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TS952IPT"		ROH	NA	3.02	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024400	4	3011	050		1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	4.12	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00018966	2	3011	050		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	1.3	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00039391	1	3011	050		1351	"6K8,1%,TK100,62.5mW,0402,LIN RES/"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00033344	20	3011	050		1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	5.6	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00002105	1	3011	050		1351	"33pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.02	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003761	1	3011	050		1351	"6K65,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00000305	1	3011	050		1351	"D SUP/P6SMB33A,DO214AA"		ROH	NA	0.5	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010902	8	3011	050		1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.08	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003825	1	3011	050		1351	"10R,5%,TK250,63mW,0603,LIN RES/RC"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C52003059	1	3011	050		1351	"12V,300mW,SOT23-C,ZENER/SZBZX84C12LT1"		ROH	NA	0.1	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00006721	1	3011	050		1351	"174K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00042286	1	3011	050		1351	"L COIL/SLF12575,22uH,4A,SMD"		ROH	NA	3.32	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00008618	1	3011	050		1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	3.86	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00004508	1	3011	050		1351	"R LIN,270K,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00052460	13	3011	050		1351	"1,COMP,0Hz,SOT23-5,OP-COMP/LMX331"		ROH	NA	21.45	ES_SID908_ARTURO NERI-L	NO	4970396856
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00049140	1	3011	050		1351	"9uH,22A,SMD,COIL/"		ROH	NA	10.04	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00002217	2	3011	050		1351	"4.7nF,20%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.34	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00043039	200	3011	050		1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	58	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00041405	14	3011	050		1351	"L COIL/-,10uH,6A,SMD,EHP19"		ROH	NA	37.24	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00043293	3	3011	050		1351	"100uF,20%,50V,SMD,AL,ELEC CAP/"		ROH	NA	13.32	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00043292	5	3011	050		1351	"470uF,20%,25V,SMD,AL,ELEC CAP/"		ROH	NA	20.85	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00049123	4	3011	050		1351	"13.5V,200V,35VA,FLYBACKCONV,TRAFO/"		ROH	NA	41.28	ES_SID908_ARTURO NERI-L	NO	4970396876
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003832	5	3011	050		1351	"4K99,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.45	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00041114	6	3011	050		1351	"1,NPN,NORMAL,2A,50V,D-PAK,BIP/NJD2873T4"		ROH	NA	7.02	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00020895	6	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.48	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00018819	39	3011	050		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	3.51	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00033344	100	3011	050		1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	28	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00010738	19	3011	050		1351	"C CER,X7R,1nF,10%,50V,0402,Sn,STANDARD"		ROH	NA	0.38	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00022909	1	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.02	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00026826	30	3011	050		1351	"1,N_CHAN,MOS,POWER,250V,14A,280mOhm,D2PA"		ROH	NA	85.2	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00004465	146	3011	050		1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	1.46	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003837	4	3011	050		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.04	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00034028	10	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.2	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00021545	7	3011	050		1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	1.12	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00023274	3	3011	050		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.54	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003593	44	3011	050		1351	"2R21,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	3.96	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003691	15	3011	050		1351	"R LIN,1K,5%,TK200,100mW,0603"		ROH	NA	0.15	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00005646	9	3011	050		1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.18	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00025914	19	3011	050		1351	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"		ROH	NA	2.28	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00041339	4	3011	050		1351	"1,N_CHAN,MOS,POWER,75V,30A,22mOhm,TO252/"		ROH	NA	10.4	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00017750	72	3011	050		1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	11.52	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00011344	1	3011	050		1351	"0R05,1W,4.47A,5nH,2512,SHUNT/"		ROH	NA	1.22	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00031742	15	3011	050		1351	"10nF,10%,50V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.3	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00025918	19	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	3.04	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00043039	246	3011	050		1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	71.34	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00000373	9	3011	050		1351	"400V,1.5A,1,FAST,DO214AC,RECT DIODE/BYG2"		ROH	NA	3.15	ES_SID908_ARTURO NERI-L	NO	4970396919
344664	31/08/2013	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00000268	11	3011	050		1351	"6.8V,300mW,SOT23,ZENER/BZX84-C6V8/T3"		ROH	NA	0.99	ES_SID908_ARTURO NERI-L	NO	4970396919
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296B	NA	A2C00003645	1	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_M3C_ARTURO NERI-LOZA	NO	4970396949
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296B	NA	A2C00046612	7	3011	050		1351	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"		ROH	NA	177.52	ES_M3C_ARTURO NERI-LOZA	NO	4970396949
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296B	NA	A2C00033919	80	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	15.2	ES_M3C_ARTURO NERI-LOZA	NO	4970396949
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296T	NA	A2C00004002	1	3011	050		1351	"511K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_M3C_ARTURO NERI-LOZA	NO	4970396973
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296T	NA	A2C00000330	13	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	2.21	ES_M3C_ARTURO NERI-LOZA	NO	4970396973
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296T	NA	A2C00033919	55	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	10.45	ES_M3C_ARTURO NERI-LOZA	NO	4970396973
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53352296T	NA	A2C00003620	54	3011	050		1351	"1K82,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	4.86	ES_M3C_ARTURO NERI-LOZA	NO	4970396973
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534B	NA	A2C00003692	1	3011	050		1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_M3C_ARTURO NERI-LOZA	NO	4970396997
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534B	NA	A2C00003645	1	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_M3C_ARTURO NERI-LOZA	NO	4970396997
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534B	NA	A2C00003822	1	3011	050		1351	"60R4,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_M3C_ARTURO NERI-LOZA	NO	4970396997
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534B	NA	A2C00033919	3	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.57	ES_M3C_ARTURO NERI-LOZA	NO	4970396997
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C52058505	1	3011	050		1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	2.02	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C00033919	10	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.9	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C00000330	16	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	2.72	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C52058505	1	3011	050		1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	2.02	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C00000330	16	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	2.72	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C53389534T	NA	A2C00033919	10	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.9	ES_M3C_ARTURO NERI-LOZA	NO	4970397008
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00019350	1	3011	050		1351	"33uF,20%,35V,SMD,AL,ELEC CAP/Aluminium E"		ROH	NA	1.17	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00003551	88	3011	050		1351	"R LIN,10K,1%,TK50,250mW,MINIMELF0204"		ROH	NA	7.92	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00003645	8	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.72	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00003822	11	3011	050		1351	"60R4,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.99	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00020895	3	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.24	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00000242	5	3011	050		1351	"5.6V,300mW,SOT23,ZENER/BZX84C5V6/T1"		ROH	NA	0.5	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00000414	20	3011	050		1351	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	2.2	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00003616	59	3011	050		1351	"1K5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	5.31	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00033919	16	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	3.04	ES_M3C_ARTURO NERI-LOZA	NO	4970397096
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003828	74	3011	050		1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.74	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00002332	1	3011	050		1351	"330nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.09	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003931	234	3011	050		1351	"71K5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	21.06	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C52058505	4	3011	050		1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	8.08	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003695	13	3011	050		1351	"3K32,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.17	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003645	56	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	5.04	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00029824	5	3011	050		1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-4"		ROH	NA	0.45	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003616	754	3011	050		1351	"1K5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	67.86	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00002515	40	3011	050		1351	"22UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	69.6	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344663	31/08/2013	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00033919	18	3011	050		1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	3.42	ES_M3C_ARTURO NERI-LOZA	NO	4970397117
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40005322	4	3011	050		1351	"R SHUNT,0R025,1W,0A,0H,2512"		ROH	NA	5.08	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40002612	4	3011	050		1351	"IC LOGIC/SN74AHC1G00DCKR,SOT353-PHILIPS"		ROH	NA	1.08	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C00059743	6	3011	050		1351	"L CAN COIL/51uH,200mA,SMD CAN"		ROH	NA	10.62	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40003323	48	3011	050		1351	"R LIN,10K,1%,TK100,125mW,0805"		ROH	NA	0.48	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40002747	2	3011	050		1351	"D REC/BAV21WS,200V,625mA,D_SOD323-GENERA"		ROH	NA	0.18	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40001059	1	3011	050		1351	"C ELEC,AL,150uF,20%,35V,SMD"		ROH	NA	6.73	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40005444	9	3011	050		1351	"R NET,62K5,0.1%,0W,0805"		ROH	NA	38.7	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40006542	65	3011	050		1351	"C CER,C0G,47pF,5%,50V,C0402,Sn"		ROH	NA	0.65	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40004216	11	3011	050		1351	"R LIN,10K,5%,TK200,63mW,0402"		ROH	NA	0.11	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40002667	22	3011	050		1351	"C CER,X7R,220pF,5%,50V,C0402,MIXED"		ROH	NA	0.44	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40005953	1	3011	050		1351	"C ELEC,AL,10uF,20%,25V"		ROH	NA	0.53	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40001242	57	3011	050		1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	15.96	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40006283	14	3011	050		1351	"C CER,X7R,10uF,20%,16V,C1206,Sn"		ROH	NA	5.18	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40003477	1	3011	050		1351	"R LIN,150K,1%,TK100,63mW,0402"		ROH	NA	0.01	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40003958	1	3011	050		1351	"R LIN,10K,0.1%,TK25,100mW,0603"		ROH	NA	0.26	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40001093	34	3011	050		1351	"D REC/BYG22DHE3,200V,2A,SMA/DO214AC,0s"		ROH	NA	26.52	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433600093	NA	A2C40005245	69	3011	050		1351	"D ZEN/PDZ4.7B,4.7V,200mW,SOD323"		ROH	NA	7.59	ES_ACM_ALVARO MEDINA-GA	NO	4970397147
344298	30/08/2013	MB1A	551	030-1	K96019	'050	A2C8433650093	NA	A2C8433650093	2	3011	050		1095	ACM2 DAI EU EXPORT MOUNTED TOP	NA	HALB	S.Real	1198.44	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C00059743	192	3011	050		1351	"L CAN COIL/51uH,200mA,SMD CAN"		ROH	NA	339.84	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C40002612	13	3011	050		1351	"IC LOGIC/SN74AHC1G00DCKR,SOT353-PHILIPS"		ROH	NA	3.51	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C40005322	2	3011	050		1351	"R SHUNT,0R025,1W,0A,0H,2512"		ROH	NA	2.54	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C40007270	1	3011	050		1351	"IC OPCOMP/LM2904,TSSOP8"		ROH	NA	0.71	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C40006542	235	3011	050		1351	"C CER,C0G,47pF,5%,50V,C0402,Sn"		ROH	NA	2.35	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
344669	31/08/2013	ZSCR	551	035-1	0	'050	A2C8433650093	NA	A2C40006540	21	3011	050		1351	"C CER,X7R,1nF,10%,50V,C0402,MIXED"		ROH	NA	0.42	ES_ACM_ALVARO MEDINA-GA	NO	4970397208
