No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Apd	jdjdj	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40003492	1	3011	050		1351	"R LIN,22K,1%,TK100,63mW,0402"		ROH	NA	0.01	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40001261	26	3011	050		1351	"C CER,X7R,3.3nF,10%,50V,0402,-,STANDARD"		ROH	NA	0.26	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40000039	8	3011	050		1351	"C CER,X7R,470pF,5%,50V,0402,MIXED"		ROH	NA	0.08	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40003323	393	3011	050		1351	"R LIN,10K,1%,TK100,125mW,0805"		ROH	NA	3.93	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40004054	21	3011	050		1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.21	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C00020090	14	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.14	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40001070	273	3011	050		1351	"D ZEN/UDZS33B,33V,400mW,SOD 323"		ROH	NA	40.95	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40001444	73	3011	050		1351	"C CER,X7R,22nF,10%,100V,0805,Sn++ Open M"		ROH	NA	2.19	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40007336	135	3011	050		1351	"L COIL/-,51uH,200mA,SMD"		ROH	NA	213.3	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C00045806	53	3011	050		1351	"100V,2A,1,,SMA,RECT DIODE/MURA210T3G"		ROH	NA	21.2	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7423400093	NA	A2C40011358	235	3011	050		1351	"R LIN,33K,5%,TK200,125mW,0805"		ROH	NA	2.35	ES_MCM2.1_M.MARCO MARTI	NO	4978375294
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40001444	83	3011	050		1351	"C CER,X7R,22nF,10%,100V,0805,Sn++ Open M"		ROH	NA	2.49	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40000255	1	3011	050		1351	"D REC/MBRD340,40V,3A,369C-13,0s"		ROH	NA	1.04	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40004207	8	3011	050		1351	"R LIN,47K,1%,TK100,63mW,0402"		ROH	NA	0.08	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40016381	5	3011	050		1351	"IC SMART POW/LM3478,8-MICRO8-ON"		ROH	NA	31.85	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40003820	55	3011	050		1351	"R LIN,10R,1%,TK100,100mW,0603"		ROH	NA	0.55	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40002747	2	3011	050		1351	"D REC/BAS321,200V,625mA,SOD323,0s"		ROH	NA	0.2	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40004040	2	3011	050		1351	"R LIN,12K7,1%,TK100,63mW,0402"		ROH	NA	0.02	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40003507	2	3011	050		1351	"R LIN,12K,1%,TK100,63mW,0402"		ROH	NA	0.02	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40000479	57	3011	050		1351	"D REC/-,85V,200mA,SOT-23,0s"		ROH	NA	6.84	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40003323	1089	3011	050		1351	"R LIN,10K,1%,TK100,125mW,0805"		ROH	NA	10.89	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40002783	11	3011	050		1351	"TA CAP,TA,33uF,20%,16V,SMD"		ROH	NA	21.78	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40001070	111	3011	050		1351	"D ZEN/UDZS33B,33V,400mW,SOD 323"		ROH	NA	16.65	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00064781	4	3011	050		1351	"T FET/SQ2308ES,MOS,POWER,SOT23 - MM 80V,"		ROH	NA	2.64	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40001095	9	3011	050		1351	"D SUP/BZG04-33,DO214AC"		ROH	NA	6.66	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00040640	5	3011	050		1351	"EEPROM SPI,256KBit,32kx8,SO8,-40C,125C,M"		ROH	NA	19.95	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40000939	6	3011	050		1351	"IC SMART POW/BSP752R,SO 8,1,52V,200mOhm,"		ROH	NA	19.2	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40007336	87	3011	050		1351	"L COIL/-,51uH,200mA,SMD"		ROH	NA	137.46	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00045806	141	3011	050		1351	"100V,2A,1,,SMA,RECT DIODE/MURA210T3G"		ROH	NA	56.4	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40003962	130	3011	050		1351	"R LIN,220R,5%,TK200,63mW,0402"		ROH	NA	1.3	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40011358	202	3011	050		1351	"R LIN,33K,5%,TK200,125mW,0805"		ROH	NA	2.02	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40001261	237	3011	050		1351	"C CER,X7R,3.3nF,10%,50V,0402,-,STANDARD"		ROH	NA	2.37	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40003695	32	3011	050		1351	"R LIN,33R,5%,TK200,125mW,0805"		ROH	NA	0.32	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40012512	2	3011	050		1351	"T FET/HUFA76645S,MOS,POWER,D2PAK"		ROH	NA	18.2	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40005230	11	3011	050		1351	"D ZEN/BZX384C75,75V,200mW,SOD323"		ROH	NA	1.32	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40011346	26	3011	050		1351	"R LIN,270R,5%,TK200,125mW,0805"		ROH	NA	0.26	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00049007	1	3011	050		1351	"1,40V,35mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	3.1	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40006448	3	3011	050		1351	"C CER,X7R,1uF,10%,16V,C1206,MIXED"		ROH	NA	0.45	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40004354	91	3011	050		1351	"R LIN,390R,5%,TK200,63mW,0402"		ROH	NA	0.91	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00044894	87	3011	050		1351	"20MHz,40ppm,5.0 x 3.2,QUARTZ CRYSTAL/NX5"		ROH	NA	168.78	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40005276	14	3011	050		1351	"R SHUNT,0R1,3W,0A,0H,SMT_CHIP"		ROH	NA	26.32	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40002730	6	3011	050		1351	"D REC/-,400V,1A,DO214-AC,0s"		ROH	NA	1.08	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40006552	29	3011	050		1351	"C CER,X7R,4.7nF,20%,25V,C0402,Sn"		ROH	NA	0.58	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40011311	75	3011	050		1351	"R LIN,47K,5%,TK200,125mW,0805"		ROH	NA	1.5	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40004215	66	3011	050		1351	"R LIN,47R,5%,TK200,63mW,0402"		ROH	NA	0.66	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40001008	4	3011	050		1351	"L COIL/47uH,2.5A,SMD"		ROH	NA	13.24	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C40011871	11	3011	050		1351	"R LIN,470R,5%,TK200,63mW,0402"		ROH	NA	0.11	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00053999	8	3011	050		1351	"IC MCU BLK/SAK-TC1797-512F180E,AC,PBGA41"		ROH	NA	1335.44	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463380	24/05/2014	ZSCR	551	035-1	0	'050	A2C7422730093	NA	A2C00480200	20	3011	050		1351	"T FET/SQM120N04-2m1,MOS,POWER,N_CHAN,40V"		ROH	NA	116.6	ES_MCM2.1_M.MARCO MARTI	NO	4978375248
463500	24/05/2014	ZSCR	551	040-5	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1405	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	740.15	ES_V8 V10_A.ALVARO MEDI	NO	4978375637
463502	24/05/2014	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	740.15	ES_V8 V10_A.ALVARO MEDI	NO	4978375590
463524	24/05/2014	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	740.15	ES_V8 V10_A.ALVARO MEDI	NO	4978375590
463552	24/05/2014	ZSCR	551	030-1	NA	'050	A2C53389534B	NA	A2C53389534B	4	3011	050		1301	M3C.PCB circuit board assy BOT	NA	HALB	S.Real	579.88	ES_M3C_. (APROBACION A	NO	4978375727
463553	24/05/2014	ZSCR	551	030-1	NA	'050	6578527602A	NA	6578527602A	1	3011	050		1301	PCB MB SMD SIDE A ECM2 PV2	NA	HALB	S.Real	383.79	ES_ECM_. (APROBACION A	NO	4978375532
463599	24/05/2014	ZSCR	551	030-1	NA	'050	A2C7423400093	NA	A2C7423400093	2	3011	050		1301	ACM2.1_EVO DAI EPA PCB SMD TOP ASSEMBLED	NA	HALB	S.Real	1356.4	ES_ACM EVO_. (APROBACI	NO	4978375768
463692	25/05/2014	ZSCR	551	030-1	NA	'050	A2C3278250093	NA	A2C3278250093	3	3011	050		1301	pcb assy SIMOS12 2 TOP	NA	HALB	S.Real	1792.2	ES_SIMOS 12.2_S.SAMUEL	NO	4978375673
463704	25/05/2014	ZSCR	551	030-1	NA	'050	A2C9337500093	NA	A2C9337500093	1	3011	050		1301	pcb assy tOP	NA	HALB	S.Real	302.45	ES_EMS 2208_. (APROBAC	NO	4978375868
464755	27/05/2014	ZSCR	551	050-3	NA	'050	A2C7423400093	NA	A2C7423400093	3	3011	050		1503	ACM2.1_EVO DAI EPA PCB SMD TOP ASSEMBLED	NA	HALB	S.Real	2034.6	ES_MCM2.1_A.ALVARO MEDI	NO	4978375789
464775	27/05/2014	ZSCR	551	030-1	NA	'050	A2C7422730093	NA	A2C7422730093	1	3011	050		1301	CM2.1 HDEP-US PCB TOP SMD POPULATED	NA	HALB	S.Real	1071.23	ES_MCM2.1_A.ALVARO MEDI	NO	4978375750
