area,tecnologia,defecto,causa,division,proyecto,,
BACKEND/ENSAMBLE FINAL,DTA,MUESTRA DE ORO OBSOLETA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,PINES DE CONECTOR SUMIDOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,PINES DE CONECTOR SUMIDOS,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,SET UP DE EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,DTA,UNIDAD CAIDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE DAÑADO/GOLPEADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE DAÑADO/GOLPEADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,MATERIAL OBSOLETO,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,PINES DE CONECTOR SUMIDOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,SERIAL DUPLICADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD GOLPEADA/DAÑADA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD GOLPEADA/DAÑADA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD GOLPEADA/DAÑADA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD GOLPEADA/DAÑADA,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES ARRANCADOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES ARRANCADOS,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES DAÑADOS/GOLPEADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTES DAÑADOS/GOLPEADO,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PRUEBAS,MEDICION,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,MATERIAL OBSOLETO,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAÍDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAÍDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD DAÑADA POR EQUIPO -EOS,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,COMPONENTE DAÑADO/GOLPEADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,COMPONENTE DAÑADO/GOLPEADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,EXCESO DE POTTING,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,EXCESO DE POTTING,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,INSUFICIENCIA DE POTTING,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,INSUFICIENCIA DE POTTING,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,MATERIAL OBSOLETO,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,POTTING DESPLAZADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,PRUEBAS DE INGENIERIA,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,SET UP DE EQUIPO,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,UNIDAD CAIDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,POTTING,UNIDAD CAIDA AL PISO,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES ARRANCADOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES ARRANCADOS,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES DAÑADOS/GOLPEADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,COMPONENTES DAÑADOS/GOLPEADO,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,CONTAMINACIÓN,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,CONTAMINACIÓN,MÉTODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,FALLA DE PRENSA,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,PCB DAÑADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,PCB DAÑADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,PINES DOBLADOS DEL CONECTOR,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,PINES DOBLADOS DEL CONECTOR,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,PINES DOBLADOS DEL CONECTOR,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,UNIDAD CAÍDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRESSFIT,UNIDAD CAÍDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,CONECTOR DAÑADO,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL OBSOLETO,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MUESTRA DE ORO OBSOLETA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PINES DE CONECTOR SUMIDOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PINES DE CONECTOR SUMIDOS,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP DE EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,CONECTOR DAÑADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,CONECTOR DAÑADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,CONECTOR DAÑADO,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,EXCESO DE PRUEBAS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,MATERIAL OBSOLETO,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,MUESTRA DE ORO OBSOLETA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,PINES DE CONECTOR SUMIDOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,PINES DE CONECTOR SUMIDOS,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,SET UP DE EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,ROLL OVER,UNIDAD CAIDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES ARRANCADOS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES ARRANCADOS,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES DAÑADOS/GOLPEADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,COMPONENTES DAÑADOS/GOLPEADO,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,PCB MAL CORTADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,PCB MAL CORTADO,MÁQUINA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,UNIDAD CAÍDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
BACKEND/ENSAMBLE FINAL,SAWING,UNIDAD CAÍDA AL PISO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,COMPONENTE ARRANCADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,COMPONENTE DAÑADO (GOLPEADO),MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,COMPONENTE DAÑADO (GOLPEADO),MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,EXCESO DE PRUEBAS,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,PCB ABORTADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,PRUEBAS DE INGENIERÍA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,SIN PRUEBA ANTERIOR,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,UNIDAD CAIDA AL PISO,EQUIPO,PSAD,DAIMLER STAR2_ISC,,
SMD,AOI,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASPI,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASPI,PÁNEL BARRIDO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASPI,PCB ABORTADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASPI,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASPI,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,DESPLAZADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,DESPLAZADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,PANEL ATORADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,PANEL ATORADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,PANEL ATORADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,SET UP EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,SET UP EQUIPO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,UNIDAD CAIDA AL PISO,EQUIPO,PSAD,DAIMLER STAR2_ISC,,
SMD,ASYS,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE ARRANCADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE DAÑADO (GOLPEADO),MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE DAÑADO (GOLPEADO),MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE DE CANTO (DE LADO),MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE DE CANTO (DE LADO),METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE FALTANTE,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,COMPONENTE FALTANTE,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CONTAMINACIÓN,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CONTAMINACIÓN,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CONTAMINACIÓN,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CONTAMINACIÓN,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CORTOS /PUENTE DE SOLDADURA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CORTOS /PUENTE DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,CORTOS /PUENTE DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,DESPLAZADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO A ,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO A ,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO B ,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO B ,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PANEL ATORADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PANEL ATORADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PANEL ATORADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PCB ABORTADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PERLAS DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PERLAS DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,SIN PRUEBA ANTERIOR,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,SOLDADURA POROSA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,SOLDADURA POROSA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,SOLDADURA POROSA,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,TOMBSTONE,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,TOMBSTONE,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,HORNO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CONTAMINACIÓN,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CONTAMINACIÓN,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CONTAMINACIÓN,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CONTAMINACIÓN,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CORTOS /PUENTE DE SOLDADURA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CORTOS /PUENTE DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,CORTOS /PUENTE DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO A ,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO A ,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO B ,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO B ,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PANEL ATORADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PANEL ATORADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PANEL ATORADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PCB ABORTADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PCB DEFECTUOSO,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PERLAS DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PERLAS DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,SET UP EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,SET UP EQUIPO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
