area,tecnologia,linea,division,proyecto
WHSE,002,BIN EMBARQUE,B&S 2,ECU 08
WHSE,002,BIN EMBARQUE,B&S 2,ECU 09
WHSE,002,BIN EMBARQUE,B&S 2,FOB ACURA 08
WHSE,002,BIN EMBARQUE,B&S 2,FOB ACURA 09
WHSE,002,BIN EMBARQUE,B&S 2,FOB SLOT 08
WHSE,002,BIN EMBARQUE,B&S 2,FOB SLOT 09
WHSE,002,BIN EMBARQUE,B&S 2,RXM
WHSE,002,BIN EMBARQUE,B&S 2,INMMO
WHSE,002,BIN EMBARQUE,B&S 2,TG ECU
WHSE,002,BIN EMBARQUE,B&S 2,TG1C HONDA
WHSE,002,BIN EMBARQUE,B&S 2,TXK
WHSE,002,BIN EMBARQUE,PE,B299
WHSE,002,BIN EMBARQUE,PE,CEC
WHSE,002,BIN EMBARQUE,PE,EMS2208
WHSE,002,BIN EMBARQUE,PE,IDM
WHSE,002,BIN EMBARQUE,PE,M3C
WHSE,002,BIN EMBARQUE,PE,SID903
WHSE,002,BIN EMBARQUE,PE,SID904
WHSE,002,BIN EMBARQUE,PE,SID908
WHSE,002,BIN EMBARQUE,PE,SID910
WHSE,002,BIN EMBARQUE,PE,SIMOS
WHSE,002,BIN EMBARQUE,PE,V8 V10
WHSE,002,BIN EMBARQUE,PE,EAGLE
WHSE,002,BIN EMBARQUE,PE,FFS II
WHSE,002,BIN EMBARQUE,PE,NVLD
WHSE,002,BIN EMBARQUE,PE,OPEL
WHSE,002,BIN EMBARQUE,PE,GETRAG
WHSE,002,BIN EMBARQUE,PSAD,EPS
WHSE,002,BIN EMBARQUE,PSAD,OCS NISSAN
WHSE,002,BIN EMBARQUE,PSAD,OCS SUZUKI
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS 2010
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS 2011
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS I
WHSE,002,BIN EMBARQUE,PSAD,FORD
WHSE,002,BIN EMBARQUE,PSAD,HONDA ACCORD
WHSE,002,BIN EMBARQUE,PSAD,HONDA CR-V HE
WHSE,002,BIN EMBARQUE,PSAD,HONDA CR-V MC
WHSE,002,BIN EMBARQUE,PSAD,HONDA HRS5
WHSE,002,BIN EMBARQUE,PSAD,HYUNDAI
WHSE,002,BIN EMBARQUE,PSAD,VW10 LC
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS II MCG
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS III
WHSE,002,BIN EMBARQUE,PSAD,EPSILON
WHSE,014,BIN TIENDITA,B&S,ABM
WHSE,014,BIN TIENDITA,B&S,EZKEY
WHSE,014,BIN TIENDITA,B&S,PATS
WHSE,014,BIN TIENDITA,B&S,PEPS
WHSE,014,BIN TIENDITA,B&S,BCM
WHSE,014,BIN TIENDITA,B&S,FOB READER
WHSE,014,BIN TIENDITA,B&S,KEY FOB
WHSE,014,BIN TIENDITA,B&S,NISSAN STEPS
WHSE,014,BIN TIENDITA,B&S,RF TUNER
WHSE,014,BIN TIENDITA,B&S,PQ GATEWAY
WHSE,014,BIN TIENDITA,B&S,PQ25
WHSE,014,BIN TIENDITA,B&S,PQ35
WHSE,014,BIN TIENDITA,B&S 2,CORPORATE
WHSE,014,BIN TIENDITA,B&S 2,LF
WHSE,014,BIN TIENDITA,B&S 2,SKIM
WHSE,014,BIN TIENDITA,B&S 2,SKREEK
WHSE,014,BIN TIENDITA,B&S 2,SPDJB
WHSE,014,BIN TIENDITA,B&S 2,TG1C DCX
WHSE,014,BIN TIENDITA,B&S 2,TG1C UNIVERSAL
WHSE,014,BIN TIENDITA,B&S 2,WIN
WHSE,014,BIN TIENDITA,B&S 2,DCU
WHSE,014,BIN TIENDITA,B&S 2,TG DCX
WHSE,014,BIN TIENDITA,B&S 2,TG FORD
WHSE,014,BIN TIENDITA,B&S 2,TG1C HYUNDAI
WHSE,014,BIN TIENDITA,B&S 2,TG1C NISSAN
WHSE,014,BIN TIENDITA,B&S 2,TIPM LOGIC
WHSE,014,BIN TIENDITA,B&S 2,TIPM MEDIUM
WHSE,014,BIN TIENDITA,B&S 2,BMW
WHSE,014,BIN TIENDITA,B&S 2,ANTENA
WHSE,014,BIN TIENDITA,B&S 2,ECU 08
WHSE,014,BIN TIENDITA,B&S 2,ECU 09
WHSE,014,BIN TIENDITA,B&S 2,FOB ACURA 08
WHSE,014,BIN TIENDITA,B&S 2,FOB ACURA 09
WHSE,014,BIN TIENDITA,B&S 2,FOB SLOT 08
WHSE,014,BIN TIENDITA,B&S 2,FOB SLOT 09
WHSE,014,BIN TIENDITA,B&S 2,RXM
WHSE,014,BIN TIENDITA,B&S 2,INMMO
WHSE,014,BIN TIENDITA,B&S 2,TG ECU
WHSE,014,BIN TIENDITA,B&S 2,TG1C HONDA
WHSE,014,BIN TIENDITA,B&S 2,TXK
WHSE,014,BIN TIENDITA,PE,B299
WHSE,014,BIN TIENDITA,PE,CEC
WHSE,014,BIN TIENDITA,PE,EMS2208
WHSE,014,BIN TIENDITA,PE,IDM
WHSE,014,BIN TIENDITA,PE,M3C
WHSE,014,BIN TIENDITA,PE,SID903
WHSE,014,BIN TIENDITA,PE,SID904
WHSE,014,BIN TIENDITA,PE,SID908
WHSE,014,BIN TIENDITA,PE,SID910
WHSE,014,BIN TIENDITA,PE,SIMOS
WHSE,014,BIN TIENDITA,PE,V8 V10
WHSE,014,BIN TIENDITA,PE,EAGLE
WHSE,014,BIN TIENDITA,PE,FFS II
WHSE,014,BIN TIENDITA,PE,NVLD
WHSE,014,BIN TIENDITA,PE,OPEL
WHSE,014,BIN TIENDITA,PE,GETRAG
WHSE,014,BIN TIENDITA,PSAD,EPS
WHSE,014,BIN TIENDITA,PSAD,OCS NISSAN
WHSE,014,BIN TIENDITA,PSAD,OCS SUZUKI
WHSE,014,BIN TIENDITA,PSAD,ARAMIS 2010
WHSE,014,BIN TIENDITA,PSAD,ARAMIS 2011
WHSE,014,BIN TIENDITA,PSAD,ARAMIS I
WHSE,014,BIN TIENDITA,PSAD,FORD
WHSE,014,BIN TIENDITA,PSAD,HONDA ACCORD
WHSE,014,BIN TIENDITA,PSAD,HONDA CR-V HE
WHSE,014,BIN TIENDITA,PSAD,HONDA CR-V MC
WHSE,014,BIN TIENDITA,PSAD,HONDA HRS5
WHSE,014,BIN TIENDITA,PSAD,HYUNDAI
WHSE,014,BIN TIENDITA,PSAD,VW10 LC
WHSE,014,BIN TIENDITA,PSAD,ARAMIS II MCG
WHSE,014,BIN TIENDITA,PSAD,ARAMIS III
WHSE,014,BIN TIENDITA,PSAD,EPSILON
WHSE,015,BIN TIENDOTA,B&S,ABM
WHSE,015,BIN TIENDOTA,B&S,EZKEY
WHSE,015,BIN TIENDOTA,B&S,PATS
WHSE,015,BIN TIENDOTA,B&S,PEPS
WHSE,015,BIN TIENDOTA,B&S,BCM
WHSE,015,BIN TIENDOTA,B&S,FOB READER
WHSE,015,BIN TIENDOTA,B&S,KEY FOB
WHSE,015,BIN TIENDOTA,B&S,NISSAN STEPS
WHSE,015,BIN TIENDOTA,B&S,RF TUNER
WHSE,015,BIN TIENDOTA,B&S,PQ GATEWAY
WHSE,015,BIN TIENDOTA,B&S,PQ25
WHSE,015,BIN TIENDOTA,B&S,PQ35
WHSE,015,BIN TIENDOTA,B&S 2,CORPORATE
WHSE,015,BIN TIENDOTA,B&S 2,LF
WHSE,015,BIN TIENDOTA,B&S 2,SKIM
WHSE,015,BIN TIENDOTA,B&S 2,SKREEK
WHSE,015,BIN TIENDOTA,B&S 2,SPDJB
WHSE,015,BIN TIENDOTA,B&S 2,TG1C DCX
WHSE,015,BIN TIENDOTA,B&S 2,TG1C UNIVERSAL
WHSE,015,BIN TIENDOTA,B&S 2,WIN
WHSE,015,BIN TIENDOTA,B&S 2,DCU
WHSE,015,BIN TIENDOTA,B&S 2,TG DCX
WHSE,015,BIN TIENDOTA,B&S 2,TG FORD
WHSE,015,BIN TIENDOTA,B&S 2,TG1C HYUNDAI
WHSE,015,BIN TIENDOTA,B&S 2,TG1C NISSAN
WHSE,015,BIN TIENDOTA,B&S 2,TIPM LOGIC
WHSE,015,BIN TIENDOTA,B&S 2,TIPM MEDIUM
WHSE,015,BIN TIENDOTA,B&S 2,BMW
WHSE,015,BIN TIENDOTA,B&S 2,ANTENA
WHSE,015,BIN TIENDOTA,B&S 2,ECU 08
WHSE,015,BIN TIENDOTA,B&S 2,ECU 09
WHSE,015,BIN TIENDOTA,B&S 2,FOB ACURA 08
WHSE,015,BIN TIENDOTA,B&S 2,FOB ACURA 09
WHSE,015,BIN TIENDOTA,B&S 2,FOB SLOT 08
WHSE,015,BIN TIENDOTA,B&S 2,FOB SLOT 09
WHSE,015,BIN TIENDOTA,B&S 2,RXM
WHSE,015,BIN TIENDOTA,B&S 2,INMMO
WHSE,015,BIN TIENDOTA,B&S 2,TG ECU
WHSE,015,BIN TIENDOTA,B&S 2,TG1C HONDA
WHSE,015,BIN TIENDOTA,B&S 2,TXK
WHSE,015,BIN TIENDOTA,PE,B299
WHSE,015,BIN TIENDOTA,PE,CEC
WHSE,015,BIN TIENDOTA,PE,EMS2208
WHSE,015,BIN TIENDOTA,PE,IDM
WHSE,015,BIN TIENDOTA,PE,M3C
WHSE,015,BIN TIENDOTA,PE,SID903
WHSE,015,BIN TIENDOTA,PE,SID904
WHSE,015,BIN TIENDOTA,PE,SID908
WHSE,015,BIN TIENDOTA,PE,SID910
WHSE,015,BIN TIENDOTA,PE,SIMOS
WHSE,015,BIN TIENDOTA,PE,V8 V10
WHSE,015,BIN TIENDOTA,PE,EAGLE
WHSE,015,BIN TIENDOTA,PE,FFS II
WHSE,015,BIN TIENDOTA,PE,NVLD
WHSE,015,BIN TIENDOTA,PE,OPEL
WHSE,015,BIN TIENDOTA,PE,GETRAG
WHSE,015,BIN TIENDOTA,PSAD,EPS
WHSE,015,BIN TIENDOTA,PSAD,OCS NISSAN
WHSE,015,BIN TIENDOTA,PSAD,OCS SUZUKI
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS 2010
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS 2011
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS I
WHSE,015,BIN TIENDOTA,PSAD,FORD
WHSE,015,BIN TIENDOTA,PSAD,HONDA ACCORD
WHSE,015,BIN TIENDOTA,PSAD,HONDA CR-V HE
WHSE,015,BIN TIENDOTA,PSAD,HONDA CR-V MC
WHSE,015,BIN TIENDOTA,PSAD,HONDA HRS5
WHSE,015,BIN TIENDOTA,PSAD,HYUNDAI
WHSE,015,BIN TIENDOTA,PSAD,VW10 LC
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS II MCG
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS III
WHSE,015,BIN TIENDOTA,PSAD,EPSILON
WHS2,021,BIN ALMACEN,ID 1,HYUNDAI
WHS2,021,BIN ALMACEN,ID 1,KIA
WHS2,021,BIN ALMACEN,ID 1,TOYOTA HVAC
WHS2,021,BIN ALMACEN,ID 1,MB BR 166
WHS2,021,BIN ALMACEN,ID 1,VW A4
WHS2,021,BIN ALMACEN,ID 1,DS
WHS2,021,BIN ALMACEN,ID 1,FORD U22X
WHS2,021,BIN ALMACEN,ID 1,HB
WHS2,021,BIN ALMACEN,ID 1,HVAC CHRYSLER
WHS2,021,BIN ALMACEN,ID 1,KK
WHS2,021,BIN ALMACEN,ID 1,LD
WHS2,021,BIN ALMACEN,ID 1,NISSAN 42JKL
WHS2,021,BIN ALMACEN,ID 1,PMJ
WHS2,021,BIN ALMACEN,ID 1,WD
WHS2,021,BIN ALMACEN,ID 2,EFLEX
WHS2,021,BIN ALMACEN,ID 2,EPSILON FAMILIA 1
WHS2,021,BIN ALMACEN,ID 2,EPSILON FAMILIA 2
WHS2,021,BIN ALMACEN,ID 2,EPSILON FAMILIA 3
WHS2,021,BIN ALMACEN,ID 2,MB BR 166
WHS2,021,BIN ALMACEN,ID 2,MB W164
WHS2,021,BIN ALMACEN,ID 2,PRNDL
WHS2,021,BIN ALMACEN,ID 2,VOLT
WHS2,021,BIN ALMACEN,ID 2,BMW
WHS2,021,BIN ALMACEN,ID 2,VW A4
WHS2,021,BIN ALMACEN,ID 2,VW A6
WHS2,021,BIN ALMACEN,ID 2,ZUSAT
WHS2,022,BIN EMBARQUE,ID 1,HYUNDAI
WHS2,022,BIN EMBARQUE,ID 1,KIA
WHS2,022,BIN EMBARQUE,ID 1,TOYOTA HVAC
WHS2,022,BIN EMBARQUE,ID 1,MB BR 166
WHS2,022,BIN EMBARQUE,ID 1,VW A4
WHS2,022,BIN EMBARQUE,ID 1,DS
WHS2,022,BIN EMBARQUE,ID 1,FORD U22X
WHS2,022,BIN EMBARQUE,ID 1,HB
WHS2,022,BIN EMBARQUE,ID 1,HVAC CHRYSLER
WHS2,022,BIN EMBARQUE,ID 1,KK
WHS2,022,BIN EMBARQUE,ID 1,LD
WHS2,022,BIN EMBARQUE,ID 1,NISSAN 42JKL
WHS2,022,BIN EMBARQUE,ID 1,PMJ
WHS2,022,BIN EMBARQUE,ID 1,WD
WHS2,022,BIN EMBARQUE,ID 2,EFLEX
WHS2,022,BIN EMBARQUE,ID 2,EPSILON FAMILIA 1
WHS2,022,BIN EMBARQUE,ID 2,EPSILON FAMILIA 2
WHS2,022,BIN EMBARQUE,ID 2,EPSILON FAMILIA 3
WHS2,022,BIN EMBARQUE,ID 2,MB BR 166
WHS2,022,BIN EMBARQUE,ID 2,MB W164
WHS2,022,BIN EMBARQUE,ID 2,PRNDL
WHS2,022,BIN EMBARQUE,ID 2,VOLT
WHS2,022,BIN EMBARQUE,ID 2,BMW
WHS2,022,BIN EMBARQUE,ID 2,VW A4
WHS2,022,BIN EMBARQUE,ID 2,VW A6
WHS2,022,BIN EMBARQUE,ID 2,ZUSAT
WHS2,026,BIN TIENDITA,ID 1,HYUNDAI
WHS2,026,BIN TIENDITA,ID 1,KIA
WHS2,026,BIN TIENDITA,ID 1,TOYOTA HVAC
WHS2,026,BIN TIENDITA,ID 1,MB BR 166
WHS2,026,BIN TIENDITA,ID 1,VW A4
WHS2,026,BIN TIENDITA,ID 1,DS
WHS2,026,BIN TIENDITA,ID 1,FORD U22X
WHS2,026,BIN TIENDITA,ID 1,HB
WHS2,026,BIN TIENDITA,ID 1,HVAC CHRYSLER
WHS2,026,BIN TIENDITA,ID 1,KK
WHS2,026,BIN TIENDITA,ID 1,LD
WHS2,026,BIN TIENDITA,ID 1,NISSAN 42JKL
WHS2,026,BIN TIENDITA,ID 1,PMJ
WHS2,026,BIN TIENDITA,ID 1,WD
WHS2,026,BIN TIENDITA,ID 2,EFLEX
WHS2,026,BIN TIENDITA,ID 2,EPSILON FAMILIA 1
WHS2,026,BIN TIENDITA,ID 2,EPSILON FAMILIA 2
WHS2,026,BIN TIENDITA,ID 2,EPSILON FAMILIA 3
WHS2,026,BIN TIENDITA,ID 2,MB BR 166
WHS2,026,BIN TIENDITA,ID 2,MB W164
WHS2,026,BIN TIENDITA,ID 2,PRNDL
WHS2,026,BIN TIENDITA,ID 2,VOLT
WHS2,026,BIN TIENDITA,ID 2,BMW
WHS2,026,BIN TIENDITA,ID 2,VW A4
WHS2,026,BIN TIENDITA,ID 2,VW A6
WHS2,026,BIN TIENDITA,ID 2,ZUSAT
WHSE,001,BIN ALMACEN,PSAD,ARAMIS 2012
WHSE,002,BIN EMBARQUE,PSAD,ARAMIS 2012
WHSE,014,BIN TIENDITA,PSAD,ARAMIS 2012
WHSE,015,BIN TIENDOTA,PSAD,ARAMIS 2012
